,srcHash,srcSender,srcReceiver,srcTokenAddr,srcChainId,srcValue,destChainId,destReceiver,destHash,destSender,destTokenAddr,destValue
0,0x63ee6d44a3c25ab244d4d47a2de212544a017e79d1a829a294d69f71134a7474,0x333e885469d29f623681d8157a2faad5bf4e3333,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,0xdac17f958d2ee523a2206206994597c13d831ec7,1,1048576,56,0x333e885469d29f623681d8157a2faad5bf4e3333,0xbb7906182919278ea4b88d96ac38fbeae5dba6d1e02eade538bc1bd9cee9ce59,0xdd90E5E87A2081Dcf0391920868eBc2FFB81a1aF,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,1048576
1,0x63ee6d44a3c25ab244d4d47a2de212544a017e79d1a829a294d69f71134a7474,0x333e885469d29f623681d8157a2faad5bf4e3333,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,0xdac17f958d2ee523a2206206994597c13d831ec7,1,1048576,56,0x333e885469d29f623681d8157a2faad5bf4e3333,0x485062419b12ccdfcac9c28343a698d96a7bc38fa1d4a3cca75dbfb4010e35c0,0xdd90E5E87A2081Dcf0391920868eBc2FFB81a1aF,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,1048576
